ASpace_ID,Names,Authority_ID,Source
142,"Mutara III Charles Rudahigwa, Mwami of Rwanda",,library of congress name authority file
143,"Allard, G.",,
144,"Auger, Raoul",,library of congress name authority file
145,"Baschet, Marcel",,library of congress name authority file
146,"Bayle, Luc Marie",,library of congress name authority file
147,"Bellenger, P.",,
148,"Benveniste, S. D.",,
149,Berney-Forien,,
150,Beuville,,
151,"Boisselier, H.",,
152,"Bouygues, L.",,library of congress name authority file
153,"Bresson, R.",,library of congress name authority file
154,Breugnot,,
155,"Carbonel, Jules",,
156,"Castel, Eric",,
157,"Cauvy, Lèon",,
158,"Charaire, E.",,library of congress name authority file
159,"Chazeaud, Jacques",,
160,"Clérice, Charles",,library of congress name authority file
161,Cognet,,
162,"Colin, Paul",,library of congress name authority file
163,"Cras, Monique",,
164,"Dandrieux, G.",,
165,"Aquisti, Danilo",,library of congress name authority file
166,"Dellepiane, David",,library of congress name authority file
167,"Delval, H.",,
168,"Denay, Pierre",,
169,Desmeures,,
170,"Dormoy, Henri",,
171,"Douillet, J.",,
172,"Dransy, Naja",,library of congress name authority file
173,"Dupuich, J. A.",,
174,Falcucci,,
175,"Fix-Masseau, Pierre",,library of congress name authority file
176,"Fort, Jean",,library of congress name authority file
177,"Giordani, N.",,
178,Goichon,,
179,"Gougeon, Louis",,
180,"Hoffner, L.",,
181,"Irriera, Roger",,
182,"Jonas, Lucien",,library of congress name authority file
183,Laboulais,,
184,"La Croix, Veyron",,
185,"Lajoux, Edmond",,library of congress name authority file
186,"Large, H.",,
187,Lemonies (?),,
188,"Leroux, Pierre Albert",,library of congress name authority file
189,Levin,,
190,"Levy, Ch.",,
191,"Lion, R.",,
192,"Mazenod, L.",,
193,"Mercier, A. L.",,
194,"Morvan, Hervé",,library of congress name authority file
195,"Nezière, R. de",,
196,"Nouen, Guy",,
197,"Noury, Pierre",,library of congress name authority file
198,"Orange, Maurice",,
199,"Pelletier, G.",,
200,"Pinchon, E.",,
201,"Prevot, Paul",,
202,"Prost, Gaston",,
203,"Quidor, Gaston",,
204,Rakotouko,,
205,"Ranem, M.",,
206,"Régamey, Frédéric",,
207,Reynaud (?),,
208,"Ripart, G.",,
209,"Romberg (?), Maurice",,
210,Rorebour,,
211,Santos,,
212,"Saunier, J.",,
213,"Tinayre, Louis",,library of congress name authority file
214,"Tournaire, Albert",,library of congress name authority file
215,Toussaint,,
216,"Valerio, R. de",,
217,Viano,,
218,"Villaire, Henri",,
219,"Vrillon, Pierre",,
220,"Waroquier, Henry de",,library of congress name authority file
221,Würth,,
222,"Carew, A. Ferdinand",,
223,"Bartet, docteur",,
224,"Camus, Ernest",,
225,"Da Cruz, A.",,
226,Desmarais,,
227,"Dessault, L.",,
228,Flandrin,,library of congress name authority file
229,"Fortier, François-Edmond",,library of congress name authority file
231,"Goldstein, H.",,
232,"Hernandez, E.",,
233,"Jourdain, gouverneur",,
234,"Latil, C.",,
235,"Lebied, E.",,
236,"Leroy, J. V.",,
237,"Merly, Jean",,
238,"Portal, Henri",,
239,"Régnard, adjudant",,
240,"Schoeffler, G.",,
241,"Van Den Heuvel, A.",,
242,"Wuillaume, R.",,
243,"Zagourski, C.",,
244,"Asso, Raymond",,library of congress name authority file
245,Bertal-Maubon,,
246,"Borel-Clerc, Charles",,library of congress name authority file
247,"Bousquet, L.",,
248,"Boyer, Lucien",,library of congress name authority file
249,"Cohn, Irving",,library of congress name authority file
250,"Contet, Henri",,library of congress name authority file
251,"Denoncin, René",,
252,"Desmoulins, R.",,
253,"Destres, Melchior",,
254,Dommel,,
255,"Ferréol, Roger",,
256,"Gay, Byron",,library of congress name authority file
257,"Géza, Dombay",,
258,"Hilliard, Bob",,library of congress name authority file
259,"Ifrani, Jacques",,
260,"Ithier, Hubert",,library of congress name authority file
261,Julsam,,
262,"Kahn, Gus",,library of congress name authority file
263,"Kálmán, Emmerich",,library of congress name authority file
264,"Koger, Geo.",,library of congress name authority file
265,"Larue, Jacques",,library of congress name authority file
266,"Lecuona, Margarita",,library of congress name authority file
267,"Ledru, Jack",,library of congress name authority file
268,"Lemarchand, Louis",,library of congress name authority file
269,"Marbot, R.",,
270,"Monnot, Marguerite",,library of congress name authority file
271,Pauley,,
272,"Reclose, Henri",,
273,"Romberg, Sigmund",,library of congress name authority file
274,"Russell, Bob",,library of congress name authority file
275,Saint-Granier ,,library of congress name authority file
276,"Sigman, Carl",,library of congress name authority file
277,"Silver, F.",,
278,"Tabet, George",,
279,Valfy,,
280,"Veber, Pierre",,library of congress name authority file
281,"Whiting, Richard A.",,library of congress name authority file
282,Willems,,
283,"Baird, Joseph Armstrong",,library of congress name authority file
284,"Quinet, Achille",,library of congress name authority file
286,"Banham, Reyner",,library of congress name authority file
287,"Herron, Ron",,library of congress name authority file
289,"Ransome, Ernest L. (Ernest Leslie)",,library of congress name authority file
290,"Rogers, Richard George",,library of congress name authority file
291,"Price, Cedric",,library of congress name authority file
292,"Waterhouse, Alan",,library of congress name authority file
294,"Berger, Rosa",,
295,"Bergmann-Michel, Ella",,library of congress name authority file
296,"Borchers, Heinz",,library of congress name authority file
297,"Eckstein, Hans",,library of congress name authority file
298,"Elsaesser, Martin",,library of congress name authority file
299,"Gideon, S. (Sigfried)",,
300,"Häring, Hugo",,library of congress name authority file
301,"Hassenpflug, Gustav",,library of congress name authority file
302,"Haupt, Karl Hermann",,
303,"Kalivoda, Franz",,
304,"Krüger, Helmut",,
305,"Kurshuk, M.",,
306,"Leischner, Margaret",,
307,"Loew, Heinz",,library of congress name authority file
308,"Meyer, Hannes",,library of congress name authority file
309,"Meyer-Bergner, Lena",,library of congress name authority file
310,"Michel, Robert",,library of congress name authority file
311,"Moholy, Lucia",,library of congress name authority file
312,"Mrozek, Erich",,
313,Palermo,,library of congress name authority file
314,"Reichardt, Grete",,library of congress name authority file
315,"Rittweger, Otto",,
316,"Schlemmer, Carl",,
317,"Schlemmer, Oskar",,library of congress name authority file
318,"Schmidt, Arthur",,
319,"Schmidt, Joost",,library of congress name authority file
320,"Sharon, Aryeh",,library of congress name authority file
321,"Stam, Mart",,library of congress name authority file
322,"Stölzl , Gunta",,library of congress name authority file
323,"Tralau, Walter",,
324,"Balzer, Gert",,local
325,"Berger, Otti",,library of congress name authority file
326,"Bredendieck, Hinrich",,local
327,"Bormann, Heinrich",,local
328,"Brendel, Erich",,local
329,"Cieluszek, Karl",,local
330,"Comeriner, Erich",,local
331,"Consemüller, Erich",,library of congress name authority file
332,"Dieckmann, Erich",,library of congress name authority file
333,"Gerson, Lotte",,local
334,"Hartogh, Rudolf Franz",,local
335,"Hilberseimer, Ludwig",,library of congress name authority file
336,"Hölzel, Adolf",,library of congress name authority file
337,"Itten, Johannes",,library of congress name authority file
338,"Kaminski, Walter",,local
339,"Kampt, K. H.",,local
341,"Kessinger, Friedly",,local
343,"Körte, Hugo",,local
344,"Köster, Arthur",,library of congress name authority file
345,"Lang, Lothar",,library of congress name authority file
346,"Lindig, Otto",,library of congress name authority file
347,"Marx, Gerda",,library of congress name authority file
349,"Moholy-Nagy, László",,library of congress name authority file
350,"Ortner, Rudolf",,library of congress name authority file
351,"Preiswerk, Gertrud",,local
352,"Radach, Stups",,local
353,"Renger-Patzsch, Albert",,library of congress name authority file
354,"Trinkhaus, Hermann",,local
355,"Tolziner, Philipp",,
356,"Weber, Vincent",,library of congress name authority file
357,"Weiss, Gertrude",,local
358,"Weiss, Ursula",,library of congress name authority file
359,"Willers, Margarete",,local
361,"Buscher, Alma",,local
362,"Ehrhardt, Alfred",,library of congress name authority file
363,"Berckmans, Jean",,local
364,"Bloch, E. Maurice",,library of congress name authority file
365,"Bingham, George Caleb",,library of congress name authority file
366,"Lanman, Charles",,library of congress name authority file
367,"Mount, William Sidney",,library of congress name authority file
368,"West, Benjamin",,library of congress name authority file
369,"Cowdrey, Mary Bartlett",,library of congress name authority file
370,"Heilbron, Bertha L. (Bertha Lion)",,library of congress name authority file
371,"Jones, Claude E.",,
372,"Kwiat, Joseph",,
373,"Maxwell, George T.",,
374,"Wayne, June",,library of congress name authority file
375,"Zapf, Hermann",,library of congress name authority file
376,"Boccioni, Umberto",,library of congress name authority file
377,"Aleramo, Sibilla",,library of congress name authority file
378,"Amendola Kühn, Eva",,library of congress name authority file
379,"Balla, Giacomo",,library of congress name authority file
380,"Buzzi, Paolo",,library of congress name authority file
381,"Carrà, Carlo",,library of congress name authority file
382,"Cecchi, Emilio",,library of congress name authority file
383,"Dottori, Gerardo",,library of congress name authority file
384,"Marinetti, Filippo Tommaso",,library of congress name authority file
385,"Morandi, Giorgio",,library of congress name authority file
386,"Nyst, Ray",,library of congress name authority file
387,"Pratella, Francesco Balilla",,library of congress name authority file
388,"Russolo, Luigi",,library of congress name authority file
389,"Severini, Gino",,library of congress name authority file
390,"Sironi, Mario",,library of congress name authority file
391,"Sprovieri, Paolo",,library of congress name authority file
392,"Walden, Herwarth",,library of congress name authority file
393,"Berenson, Bernard",,library of congress name authority file
396,"Courthion, Pierre",,library of congress name authority file
397,"Degas , Edgar",,library of congress name authority file
398,"Derain, André",,library of congress name authority file
399,"Gauguin, Paul",,library of congress name authority file
400,"Hoppe, Ragnar",,library of congress name authority file
401,"Kahnweiler, Daniel Henry",,library of congress name authority file
403,"Monet, Claude",,library of congress name authority file
405,"Redon, Odilon",,library of congress name authority file
406,"Romdahl, Axel L. (Axel Ludvig)",,library of congress name authority file
407,"Bontempelli, Massimo",,library of congress name authority file
408,"Borsi, Giosuè",,library of congress name authority file
409,"Carducci, Giosuè",,library of congress name authority file
410,"Abba, Marta",,library of congress name authority file
411,"Bontempelli, Alfonso",,local
412,"Borgese, Giuseppe Antonio",,library of congress name authority file
413,"Cislaghi, Maria",,local
414,"Falqui, Enrico",,library of congress name authority file
415,"Frank, Nino",,library of congress name authority file
416,"Gallian, Marcello",,library of congress name authority file
417,"Govoni, Corrado",,library of congress name authority file
418,"Graf, A.",,library of congress name authority file
419,"Jacob, Max",,library of congress name authority file
420,"Lydis, Mariette",,library of congress name authority file
421,"Malaparte, Curzio",,library of congress name authority file
422,"Malipiero, Gian Francesco",,library of congress name authority file
423,"Malipiero, Riccardo",,library of congress name authority file
424,"Masino, Paola",,library of congress name authority file
425,"Moravia, Alberto",,library of congress name authority file
426,"Negri , Ada",,library of congress name authority file
427,"Ojetti, Ugo",,library of congress name authority file
428,"Ortese, Anna Maria",,library of congress name authority file
429,"Panzini, Alfredo",,library of congress name authority file
430,"Petrone, Icilio",,
431,"Pirandello, Luigi",,library of congress name authority file
432,"Quasimodo, Salvatore",,library of congress name authority file
433,"Rea, Domenico",,library of congress name authority file
434,"Ungaretti, Giuseppe",,library of congress name authority file
435,"Vittorini, Elio",,library of congress name authority file
436,"Born, Ernest",,library of congress name authority file
437,"Horn, Walter William",,library of congress name authority file
438,"Brehme, Hugo",,library of congress name authority file
439,"Zapata, Emiliano",,library of congress name authority file
440,"Zapata, Eufemio",,
441,"Zapata, Josefa Espejo",,
442,"Weber, Wilhelm",,
443,B. T. B. (Basil Temple Blackwood),,library of congress name authority file
444,"Bramley, Frank",,library of congress name authority file
445,"Brooke, William Henry",,library of congress name authority file
446,"Burnet, John",,library of congress name authority file
447,"Calderon, P. H. (Philip Hermogenes)",,library of congress name authority file
448,"Casson, Hugh",,library of congress name authority file
449,"Cope, Arthur Stockdale",,library of congress name authority file
450,"Egg, Augustus Leopold",,library of congress name authority file
451,"Gilbert, Alfred",,library of congress name authority file
452,"Hardy, Dudley",,library of congress name authority file
453,"Hassall, John",,library of congress name authority file
454,"Macbeth, Walker",,
455,"Murray, David",,library of congress name authority file
456,"Partridge, Bernard",,library of congress name authority file
457,"Pye, John",,library of congress name authority file
458,"White, Ethelbert",,library of congress name authority file
459,"Wild, Charles",,
460,"Bell, Mackenzie",,library of congress name authority file
461,"Britton, John",,library of congress name authority file
462,"Clifford, William Kingdon",,library of congress name authority file
463,"Costello, Louisa Stuart",,library of congress name authority file
464,"Evans, Arthur, Sir",,library of congress name authority file
465,"Evans, John, Sir",,library of congress name authority file
466,"Granger, James",,library of congress name authority file
467,"Leman, Thomas",,library of congress name authority file
468,"Marillier, H. C. (Henry Currie)",,library of congress name authority file
469,"Parker, John Henry",,library of congress name authority file
470,"Pepper, John Henry",,library of congress name authority file
471,"Price, F. G. Hilton (Frederick George Hilton)",,library of congress name authority file
472,"Redgrave, Samuel",,library of congress name authority file
473,"Russell, George William",,library of congress name authority file
474,"Sainsbury, William Noel",,library of congress name authority file
475,"Ward, Thomas Humphry",,library of congress name authority file
476,"Way, Albert",,library of congress name authority file
477,"Weatherby, Frederick Edward",,
478,"Wedmore, Frederick, Sir",,library of congress name authority file
479,"Ainger, Alfred",,library of congress name authority file
480,"Bodley, G.F. (George Frederick)",,library of congress name authority file
481,"Bolton, Arthur T. (Arthur Thomas)",,library of congress name authority file
482,"Cockerell, C. R. (Charles Robert)",,library of congress name authority file
483,"Cottingham, Nockalls Johnson",,
484,"Jones, Owen",,library of congress name authority file
485,"Scott, George Gilbert, Sir",,library of congress name authority file
486,"Scott, Giles Gilbert, Sir",,library of congress name authority file
487,"Smirke, Sydney",,library of congress name authority file
488,"Soane, John, Sir",,library of congress name authority file
489,"Tite, William",,library of congress name authority file
490,"Wyatt, James",,library of congress name authority file
492,"Callot, Jacques",,library of congress name authority file
493,"Charles IV, Duke of Lorraine",,library of congress name authority file
494,"Cosimo II, Grand Duke of Tuscany",,library of congress name authority file
495,"Ferdinando I, Grand-Duke of Tuscany",,library of congress name authority file
496,"Parigi, Giulio",,library of congress name authority file
497,"Bechtel, Edwin DeTurck",,library of congress name authority file
498,"Cecconcelli, Pietro",,library of congress name authority file
499,"Firmin-Didot, Ambroise",,library of congress name authority file
500,"Henriet, Israel",,
501,"Langlois, François",,library of congress name authority file
502,"Liechtenstein, Joseph Wenzel, Fürst von",,library of congress name authority file
503,"Mariette, Pierre",,library of congress name authority file
504,"Mariette, Pierre-Jean",,library of congress name authority file
505,"Rosselli, Matheo",,library of congress name authority file
506,"Blake, George Pilkington",,
507,"Cameron, Hardinge Hay",,library of congress name authority file
508,"Cameron, Julia Margaret",,library of congress name authority file
509,"Thomas, Geraldine",,
510,"Cameron, Adeline A. Blake",,
511,"Cameron, C. H. (Charles Hay)",,library of congress name authority file
512,"Cameron, Henry Herschel Hay",,library of congress name authority file
513,"Cameron, Kitty Macleod",,
514,"Herschel, John F. W. (John Frederick William), Sir",,library of congress name authority file
515,"Taylor, Henry, Sir",,library of congress name authority file
516,"About, Edmond",,library of congress name authority file
517,"Carpeaux, Jean Baptiste",,library of congress name authority file
518,Castagnary,,library of congress name authority file
519,Champfleury,,library of congress name authority file
520,"Claretie, Jules",,library of congress name authority file
521,"Corot, Jean-Baptiste-Camille",,library of congress name authority file
522,"Courbet, Gustave",,library of congress name authority file
523,"Doré, Gustave",,library of congress name authority file
524,"Garnier, Charles",,library of congress name authority file
525,"Ingres, Jean-Auguste-Dominique",,library of congress name authority file
526,"Manet, Édouard",,library of congress name authority file
527,"Nadar, Paul",,library of congress name authority file
528,"Seurat, Georges",,library of congress name authority file
529,Bertall,,library of congress name authority file
530,Cham,,library of congress name authority file
531,"Daumier, Honoré",,library of congress name authority file
532,"Gill, André",,library of congress name authority file
533,"Grévin, Alfred",,library of congress name authority file
534,"Hadol, Paul",,library of congress name authority file
535,Mars,,library of congress name authority file
536,"Morel-Retz, Louis Pierre Gabriel Bernard",,library of congress name authority file
537,"Nadar, Félix",,library of congress name authority file
538,"Pelcoq, Jules",,library of congress name authority file
539,"Robida, Albert",,library of congress name authority file
540,"Cassas, Louis François",,library of congress name authority file
541,"Baquoy, Pierre Charles",,library of congress name authority file
542,"Benoist, M. A.",,library of congress name authority file
543,"Berthault, Pierre Gabriel",,library of congress name authority file
544,"Boutrois, Philibert",,library of congress name authority file
545,"Bovinet, Edme",,library of congress name authority file
546,"Cathelin, Louis Jacques",,library of congress name authority file
547,Coquet,,
548,Copeau,,
549,"Croutelle, Louis",,
550,"Daudet, Robert",,
551,"De la Porte, J. J.",,
552,"Delaunay, Robert",,library of congress name authority file
553,"Dequevauviller, François Nicolas Barthélemy",,library of congress name authority file
554,Desmaisons,,
555,"Duparc, Marie Alexandre",,library of congress name authority file
556,"Dupréel, J. D. B.",,library of congress name authority file
557,"Filhol, Antoine Michel",,library of congress name authority file
558,"Garreau, Louis",,library of congress name authority file
559,"Godefroy, Jean",,library of congress name authority file
560,Guette,,
561,Helvis,,
562,"Hulk, Abraham Jacobsz.",,library of congress name authority file
563,"Ingouf, François Robert",,library of congress name authority file
564,Lepagelet,,library of congress name authority file
565,"Le Tellier, Charles François",,library of congress name authority file
566,"Le Vasseur, Jean Charles",,library of congress name authority file
567,"Liénard, Jean-Bapt.",,
568,"Malbeste, Georges",,library of congress name authority file
569,"Malapeau, Claude-Nicolas",,
570,"Masquelier, Louis-Joseph",,
571,"Mathieu, Jean",,library of congress name authority file
572,Michelinot,,library of congress name authority file
573,"Miger, Simon Charles",,library of congress name authority file
574,"Moisy, Alexandre",,library of congress name authority file
575,"Neé, François-Denis",,library of congress name authority file
576,"Niquet, Claude",,
577,"Nitot, Michel",,library of congress name authority file
578,"Patas, Charles Emmanuel",,
579,"Pauquet, Jean Louis Charles",,library of congress name authority file
580,"Perrier, Louis",,
581,"Picquenot, Michel",,
582,"Pierron, Jean Antoine",,library of congress name authority file
583,"Pillement, Jean",,library of congress name authority file
584,"Pleé, François",,library of congress name authority file
585,"Racine, Jean-Bapt.",,library of congress name authority file
586,"Réville, Jean-Baptiste",,library of congress name authority file
587,"Ransonnette, Pierre Nicolas",,library of congress name authority file
588,"Taraval, Gustave",,library of congress name authority file
589,"Tilliard, Jean-Baptiste",,library of congress name authority file
590,"Varin, Charles Nicolas",,library of congress name authority file
591,"Champier, Victor",,library of congress name authority file
592,"Dalloz, Paul",,
593,"Weerts, Jean-Joseph, 1846-1927",,library of congress name authority file
594,"Bapst, Germain",,library of congress name authority file
595,"Bouilhet, Henri",,library of congress name authority file
596,"Champeaux, Alfred de",,library of congress name authority file
597,"Christofle, Paul",,library of congress name authority file
598,"Crost, Léopold",,local
599,"Eudel, Paul",,library of congress name authority file
600,"Falize, L. (Lucien)",,library of congress name authority file
601,"Fourcaud, L. de (Louis)",,library of congress name authority file
602,"Gallé, Emile",,library of congress name authority file
603,"Gasnault, Paul",,local
604,"Geffroy, Gustave",,library of congress name authority file
605,"Gerspach, E. (Edouard)",,library of congress name authority file
606,"Grand-Carteret, John",,library of congress name authority file
607,"Henrivaux, Jules",,library of congress name authority file
608,"Karr, Alphonse",,library of congress name authority file
